word,2of12inf,NWL2023,google20k,ALL_THREE
exhilaration,1,1,0,0
exhilarations,1,1,0,0
exhilarative,0,1,0,0
exhort,1,1,0,0
exhortation,1,1,0,0
exhortations,1,1,0,0
exhortative,0,1,0,0
exhortatory,0,1,0,0
exhorted,1,1,0,0
exhorter,0,1,0,0
exhorters,0,1,0,0
exhorting,1,1,0,0
exhorts,1,1,0,0
exhumation,1,1,0,0
exhumations,1,1,0,0
exhume,1,1,0,0
exhumed,1,1,0,0
exhumer,0,1,0,0
exhumers,0,1,0,0
exhumes,1,1,0,0
exhuming,1,1,0,0
exif,0,0,1,0
exigence,1,1,0,0
exigences,1,1,0,0
exigencies,1,1,0,0
exigency,1,1,0,0
exigent,1,1,0,0
exigently,0,1,0,0
exigible,0,1,0,0
exiguities,1,1,0,0
exiguity,1,1,0,0
exiguous,1,1,0,0
exiguously,0,1,0,0
exiguousness,0,1,0,0
exiguousnesses,0,1,0,0
exilable,0,1,0,0
exile,1,1,1,1
exiled,1,1,0,0
exiler,0,1,0,0
exilers,0,1,0,0
exiles,1,1,0,0
exilian,0,1,0,0
exilic,0,1,0,0
exiling,1,1,0,0
exim,0,0,1,0
eximious,0,1,0,0
exine,0,1,0,0
exines,0,1,0,0
exing,0,1,0,0
exist,1,1,1,1
existed,1,1,1,1
existence,1,1,1,1
existences,1,1,0,0
existent,1,1,0,0
existential,1,1,0,0
existentialism,1,1,0,0
existentialisms,1,1,0,0
existentialist,1,1,0,0
existentialists,1,1,0,0
existentially,1,1,0,0
existents,0,1,0,0
existing,1,1,1,1
exists,1,1,1,1
exit,1,1,1,1
exited,1,1,0,0
exiting,1,1,0,0
exitless,0,1,0,0
exits,1,1,1,1
exobiological,0,1,0,0
exobiologies,1,1,0,0
exobiologist,0,1,0,0
exobiologists,0,1,0,0
exobiology,1,1,0,0
exocarp,0,1,0,0
exocarps,0,1,0,0
exocrine,0,1,0,0
exocrines,0,1,0,0
exocyclic,0,1,0,0
exocytic,0,1,0,0
exocytose,0,1,0,0
exocytosed,0,1,0,0
exocytoses,0,1,0,0
exocytosing,0,1,0,0
exocytosis,0,1,0,0
exocytotic,0,1,0,0
exoderm,0,1,0,0
exodermis,0,1,0,0
exodermises,0,1,0,0
exoderms,0,1,0,0
exodoi,0,1,0,0
exodontia,0,1,0,0
exodontias,0,1,0,0
exodontist,0,1,0,0
exodontists,0,1,0,0
exodos,0,1,0,0
exodus,1,1,1,1
exoduses,1,1,0,0
exoenzyme,0,1,0,0
exoenzymes,0,1,0,0
exoergic,0,1,0,0
exoerythrocytic,0,1,0,0
exogamic,0,1,0,0
exogamies,0,1,0,0
exogamous,0,1,0,0
exogamy,0,1,0,0
exogen,0,1,0,0
exogenic,0,1,0,0
exogenism,0,1,0,0
exogenisms,0,1,0,0
exogenous,1,1,0,0
exogenously,0,1,0,0
exogens,0,1,0,0
exome,0,1,0,0
exomes,0,1,0,0
exon,0,1,0,0
exonerate,1,1,0,0
exonerated,1,1,0,0
exonerates,1,1,0,0
exonerating,1,1,0,0
exoneration,1,1,0,0
exonerations,1,1,0,0
exonerative,0,1,0,0
exoneree,0,1,0,0
exonerees,0,1,0,0
exonic,0,1,0,0
exons,0,1,0,0
exonuclease,0,1,0,0
exonucleases,0,1,0,0
exonumia,0,1,0,0
exonumias,0,1,0,0
exonumist,0,1,0,0
exonumists,0,1,0,0
exonym,0,1,0,0
exonyms,0,1,0,0
exopeptidase,0,1,0,0
exopeptidases,0,1,0,0
exophthalmic,0,1,0,0
exophthalmos,0,1,0,0
exophthalmoses,0,1,0,0
exophthalmus,0,1,0,0
exophthalmuses,0,1,0,0
exoplanet,0,1,0,0
exoplanets,0,1,0,0
exorable,0,1,0,0
exorbitance,1,1,0,0
exorbitances,1,1,0,0
exorbitant,1,1,0,0
exorbitantly,1,1,0,0
exorcise,1,1,0,0
exorcised,1,1,0,0
exorciser,0,1,0,0
exorcisers,0,1,0,0
exorcises,1,1,0,0
exorcising,1,1,0,0
exorcism,1,1,0,0
exorcisms,1,1,0,0
exorcist,1,1,0,0
exorcistic,0,1,0,0
exorcistical,0,1,0,0
exorcists,1,1,0,0
exorcize,1,1,0,0
exorcized,1,1,0,0
exorcizes,1,1,0,0
exorcizing,1,1,0,0
exordia,0,1,0,0
exordial,0,1,0,0
exordium,0,1,0,0
exordiums,0,1,0,0
exoskeletal,0,1,0,0
exoskeleton,1,1,0,0
exoskeletons,1,1,0,0
exosmic,0,1,0,0
exosmose,0,1,0,0
exosmoses,0,1,0,0
exosmosis,0,1,0,0
exosmotic,0,1,0,0
exosphere,1,1,0,0
exospheres,1,1,0,0
exospheric,0,1,0,0
exospore,0,1,0,0
exospores,0,1,0,0
exosporia,0,1,0,0
exosporium,0,1,0,0
exostoses,0,1,0,0
exostosis,0,1,0,0
exoteric,0,1,0,0
exoterically,0,1,0,0
exothermal,0,1,0,0
exothermally,0,1,0,0
exothermic,1,1,0,0
exothermically,0,1,0,0
exothermicities,0,1,0,0
exothermicity,0,1,0,0
exotic,1,1,1,1
exotica,0,1,0,0
exotically,1,1,0,0
exoticism,1,1,0,0
exoticisms,1,1,0,0
exoticist,0,1,0,0
exoticists,0,1,0,0
exoticization,0,1,0,0
exoticizations,0,1,0,0
exoticize,0,1,0,0
exoticized,0,1,0,0
exoticizes,0,1,0,0
exoticizing,0,1,0,0
exoticness,0,1,0,0
exoticnesses,0,1,0,0
exotics,1,1,0,0
exotism,0,1,0,0
exotisms,0,1,0,0
exotoxic,0,1,0,0
exotoxin,0,1,0,0
exotoxins,0,1,0,0
exotropia,0,1,0,0
exotropias,0,1,0,0
exotropic,0,1,0,0
exp,0,0,1,0
expand,1,1,1,1
expandabilities,0,1,0,0
expandability,0,1,0,0
expandable,1,1,1,1
expanded,1,1,1,1
expander,0,1,0,0
expanders,0,1,0,0
expanding,1,1,1,1
expandor,0,1,0,0
expandors,0,1,0,0
expands,1,1,1,1
expanse,1,1,0,0
expanses,1,1,0,0
expansibilities,0,1,0,0
expansibility,0,1,0,0
expansible,1,1,0,0
expansile,0,1,0,0
expansion,1,1,1,1
expansional,0,1,0,0
expansionary,1,1,0,0
expansionism,1,1,0,0
expansionisms,1,1,0,0
expansionist,1,1,0,0
expansionistic,0,1,0,0
expansionists,1,1,0,0
expansions,1,1,0,0
expansive,1,1,0,0
expansively,1,1,0,0
expansiveness,1,1,0,0
expansivenesses,1,1,0,0
expansivities,0,1,0,0
expansivity,0,1,0,0
expansys,0,0,1,0
expasy,0,0,1,0
expat,0,1,1,0
expatiate,1,1,0,0
expatiated,1,1,0,0
expatiates,1,1,0,0
expatiating,1,1,0,0
expatiation,1,1,0,0
expatiations,1,1,0,0
expatriate,1,1,0,0
expatriated,1,1,0,0
expatriates,1,1,0,0
expatriating,1,1,0,0
expatriation,1,1,0,0
expatriations,1,1,0,0
expatriatism,0,1,0,0
expatriatisms,0,1,0,0
expats,0,1,0,0
expect,1,1,1,1
expectable,0,1,0,0
expectably,0,1,0,0
expectance,0,1,0,0
expectances,0,1,0,0
expectancies,1,1,0,0
expectancy,1,1,1,1
expectant,1,1,0,0
expectantly,1,1,0,0
expectants,0,1,0,0
expectation,1,1,1,1
expectational,0,1,0,0
expectations,1,1,1,1
expectative,0,1,0,0
expected,1,1,1,1
expectedly,0,1,0,0
expectedness,0,1,0,0
expectednesses,0,1,0,0
expecter,0,1,0,0
expecters,0,1,0,0
expecting,1,1,1,1
expectorant,1,1,0,0
expectorants,1,1,0,0
expectorate,1,1,0,0
expectorated,1,1,0,0
expectorates,1,1,0,0
expectorating,1,1,0,0
expectoration,1,1,0,0
expectorations,1,1,0,0
expectorator,0,1,0,0
expectorators,0,1,0,0
expects,1,1,1,1
expedia,0,0,1,0
expedience,1,1,0,0
expediences,1,1,0,0
expediencies,1,1,0,0
expediency,1,1,0,0
expedient,1,1,0,0
expediential,0,1,0,0
expediently,1,1,0,0
expedients,1,1,0,0
expedite,1,1,0,0
expedited,1,1,1,1
expediter,1,1,0,0
expediters,1,1,0,0
expedites,1,1,0,0
expediting,1,1,0,0
expedition,1,1,1,1
expeditionary,1,1,0,0
expeditioner,0,1,0,0
expeditioners,0,1,0,0
expeditionist,0,1,0,0
expeditionists,0,1,0,0
expeditions,1,1,1,1
expeditious,1,1,0,0
expeditiously,1,1,0,0
expeditiousness,1,1,0,0
expeditiousnesses,1,0,0,0
expeditor,1,1,0,0
expeditors,1,1,0,0
expel,1,1,0,0
expellable,0,1,0,0
expellant,0,1,0,0
expellants,0,1,0,0
expelled,1,1,0,0
expellee,0,1,0,0
expellees,0,1,0,0
expellent,0,1,0,0
expellents,0,1,0,0
expeller,0,1,0,0
expellers,0,1,0,0
expelling,1,1,0,0
expels,1,1,0,0
expend,1,1,0,0
expendabilities,0,1,0,0
expendability,0,1,0,0
expendable,1,1,0,0
expendables,1,1,0,0
expendably,0,1,0,0
expended,1,1,0,0
expender,0,1,0,0
expenders,0,1,0,0
expending,1,1,0,0
expenditure,1,1,1,1
expenditures,1,1,1,1
expends,1,1,0,0
expense,1,1,1,1
expensed,0,1,0,0
expenses,1,1,1,1
expensing,0,1,0,0
expensive,1,1,1,1
expensively,1,1,0,0
expensiveness,1,1,0,0
expensivenesses,1,1,0,0
experience,1,1,1,1
experienceable,0,1,0,0
experienced,1,1,1,1
experiencer,0,1,0,0
experiencers,0,1,0,0
experiences,1,1,1,1
experiencing,1,1,1,1
experiential,0,1,0,0
experientialism,0,1,0,0
experientialist,0,1,0,0
experientially,0,1,0,0
experiment,1,1,1,1
experimental,1,1,1,1
experimentalism,0,1,0,0
experimentalist,0,1,0,0
experimentally,1,1,0,0
experimentation,1,1,1,1
experimentations,1,0,0,0
experimented,1,1,0,0
experimenter,1,1,0,0
experimenters,1,1,0,0
experimenting,1,1,0,0
experiments,1,1,1,1
expert,1,1,1,1
experted,0,1,0,0
experting,0,1,0,0
expertise,1,1,1,1
expertised,0,1,0,0
expertises,1,1,0,0
expertising,0,1,0,0
expertism,0,1,0,0
expertisms,0,1,0,0
expertize,0,1,0,0
expertized,0,1,0,0
expertizes,0,1,0,0
expertizing,0,1,0,0
expertly,1,1,0,0
expertness,1,1,0,0
expertnesses,1,1,0,0
experts,1,1,1,1
expiable,0,1,0,0
expiate,1,1,0,0
expiated,1,1,0,0
expiates,1,1,0,0
expiating,1,1,0,0
expiation,1,1,0,0
expiations,1,1,0,0
expiator,0,1,0,0
expiators,0,1,0,0
expiatory,1,1,0,0
expiration,1,1,1,1
expirations,1,1,0,0
expiratory,0,1,0,0
expire,1,1,1,1
expired,1,1,1,1
expirer,0,1,0,0
expirers,0,1,0,0
expires,1,1,1,1
expiries,1,1,0,0
expiring,1,1,0,0
expiry,1,1,1,1
explain,1,1,1,1
explainable,1,1,0,0
explained,1,1,1,1
explainer,0,1,0,0
explainers,0,1,0,0
explaining,1,1,1,1
explains,1,1,1,1
explanation,1,1,1,1
explanations,1,1,1,1
explanative,0,1,0,0
explanatively,0,1,0,0
explanatorily,0,1,0,0
explanatory,1,1,1,1
explant,0,1,0,0
explantation,0,1,0,0
explantations,0,1,0,0
explanted,0,1,0,0
explanting,0,1,0,0
explants,0,1,0,0
expletive,1,1,0,0
expletives,1,1,0,0
expletory,0,1,0,0
explicable,1,1,0,0
explicably,0,1,0,0
explicate,1,1,0,0
explicated,1,1,0,0
explicates,1,1,0,0
explicating,1,1,0,0
explication,1,1,0,0
explications,1,1,0,0
explicative,0,1,0,0
explicatively,0,1,0,0
explicator,0,1,0,0
explicators,0,1,0,0
explicatory,0,1,0,0
explicit,1,1,1,1
explicitly,1,1,1,1
explicitness,1,1,0,0
explicitnesses,1,1,0,0
explicits,0,1,0,0
explodable,0,1,0,0
explode,1,1,1,1
exploded,1,1,1,1
exploder,0,1,0,0
exploders,0,1,0,0
explodes,1,1,0,0
exploding,1,1,0,0
exploit,1,1,1,1
exploitability,0,1,0,0
exploitable,1,1,0,0
exploitation,1,1,1,1
exploitations,1,1,0,0
exploitative,1,1,0,0
exploitatively,0,1,0,0
exploited,1,1,1,1
exploiter,1,1,0,0
exploiters,1,1,0,0
exploiting,1,1,0,0
exploitive,0,1,0,0
exploits,1,1,1,1
exploration,1,1,1,1
explorational,0,1,0,0
explorations,1,1,0,0
explorative,0,1,0,0
exploratively,0,1,0,0
exploratory,1,1,0,0
explore,1,1,1,1
explored,1,1,1,1
explorer,1,1,1,1
explorers,1,1,1,1
explores,1,1,1,1
exploring,1,1,1,1
explosion,1,1,1,1
explosions,1,1,0,0
explosive,1,1,1,1
explosively,1,1,0,0
explosiveness,1,1,0,0
explosivenesses,1,1,0,0
explosives,1,1,1,1
expo,1,1,1,1
exponent,1,1,0,0
exponential,1,1,1,1
exponentially,1,1,0,0
exponentials,0,1,0,0
exponentiation,0,1,0,0
exponentiations,0,1,0,0
exponents,1,1,0,0
export,1,1,1,1
exportabilities,0,1,0,0
exportability,0,1,0,0
exportable,1,1,0,0
exportation,1,1,0,0
exportations,1,1,0,0
exported,1,1,1,1
exporter,1,1,1,1
exporters,1,1,1,1
exporting,1,1,1,1
exports,1,1,1,1
expos,1,1,0,0
exposable,0,1,0,0
exposal,0,1,0,0
exposals,0,1,0,0
expose,1,1,1,1
exposed,1,1,1,1
exposer,0,1,0,0
exposers,0,1,0,0
exposes,1,1,0,0
exposing,1,1,1,1
exposit,0,1,0,0
exposited,0,1,0,0
expositing,0,1,0,0
exposition,1,1,1,1
expositional,0,1,0,0
expositions,1,1,0,0
expositive,0,1,0,0
expositor,1,1,0,0
expositors,1,1,0,0
expository,1,1,0,0
exposits,0,1,0,0
expostulate,1,1,0,0
expostulated,1,1,0,0
expostulates,1,1,0,0
expostulating,1,1,0,0
expostulation,1,1,0,0
expostulations,1,1,0,0
expostulatory,0,1,0,0
exposure,1,1,1,1
exposures,1,1,1,1
expound,1,1,0,0
expounded,1,1,0,0
expounder,1,1,0,0
expounders,1,1,0,0
expounding,1,1,0,0
expounds,1,1,0,0
express,1,1,1,1
expressage,0,1,0,0
expressages,0,1,0,0
expressed,1,1,1,1
expresser,0,1,0,0
expressers,0,1,0,0
expresses,1,1,1,1
expressible,1,1,0,0
expressing,1,1,1,1
expression,1,1,1,1
expressional,0,1,0,0
expressionism,1,1,0,0
expressionisms,1,1,0,0
expressionist,1,1,0,0
expressionistic,1,1,0,0
expressionists,1,1,0,0
expressionless,1,1,0,0
expressions,1,1,1,1
expressive,1,1,1,1
expressively,1,1,0,0
expressiveness,1,1,0,0
expressivenesses,1,0,0,0
expressivities,0,1,0,0
expressivity,0,1,0,0
expressly,1,1,1,1
expressman,0,1,0,0
expressmen,0,1,0,0
expresso,0,1,0,0
expressos,0,1,0,0
expressway,1,1,0,0
expressways,1,1,0,0
expropriate,1,1,0,0
expropriated,1,1,0,0
expropriates,1,1,0,0
expropriating,1,1,0,0
expropriation,1,1,0,0
expropriations,1,1,0,0
expropriator,1,1,0,0
expropriators,1,1,0,0
expulse,0,1,0,0
expulsed,0,1,0,0
expulses,0,1,0,0
expulsing,0,1,0,0
expulsion,1,1,0,0
expulsions,1,1,0,0
expulsive,0,1,0,0
expunction,0,1,0,0
expunctions,0,1,0,0
expunge,1,1,0,0
expunged,1,1,0,0
expunger,0,1,0,0
expungers,0,1,0,0
expunges,1,1,0,0
expunging,1,1,0,0
expurgate,1,1,0,0
expurgated,1,1,0,0
expurgates,1,1,0,0
expurgating,1,1,0,0
expurgation,1,1,0,0
expurgations,1,1,0,0
expurgator,0,1,0,0
expurgatorial,0,1,0,0
expurgators,0,1,0,0
expurgatory,0,1,0,0
exquisite,1,1,1,1
exquisitely,1,1,0,0
exquisiteness,1,1,0,0
exquisitenesses,1,1,0,0
exquisites,0,1,0,0
exsanguinate,0,1,0,0
exsanguinated,0,1,0,0
exsanguinates,0,1,0,0
exsanguinating,0,1,0,0
exsanguination,0,1,0,0
exsanguinations,0,1,0,0
exscind,0,1,0,0
exscinded,0,1,0,0
exscinding,0,1,0,0
exscinds,0,1,0,0
exsecant,0,1,0,0
exsecants,0,1,0,0
exsect,0,1,0,0
exsected,0,1,0,0
exsecting,0,1,0,0
exsection,0,1,0,0
exsections,0,1,0,0
exsects,0,1,0,0
exsert,0,1,0,0
exserted,0,1,0,0
exsertile,0,1,0,0
exserting,0,1,0,0
exsertion,0,1,0,0
exsertions,0,1,0,0
exserts,0,1,0,0
exsiccate,0,1,0,0
exsiccated,0,1,0,0
exsiccates,0,1,0,0
exsiccating,0,1,0,0
exsiccation,0,1,0,0
exsiccations,0,1,0,0
exsolution,0,1,0,0
exsolutions,0,1,0,0
exstrophies,0,1,0,0
exstrophy,0,1,0,0
ext,0,0,1,0
extant,1,1,0,0
extemporal,0,1,0,0
extemporally,0,1,0,0
extemporaneity,0,1,0,0
extemporaneous,1,1,0,0
extemporaneously,1,0,0,0
extemporaneousness,1,0,0,0
extemporaneousnesses,1,0,0,0
extemporarily,0,1,0,0
extemporary,0,1,0,0
extempore,1,1,0,0
extemporisation,0,1,0,0
extemporise,0,1,0,0
extemporised,0,1,0,0
extemporises,0,1,0,0
extemporising,0,1,0,0
extemporization,1,1,0,0
extemporizations,1,0,0,0
extemporize,1,1,0,0
extemporized,1,1,0,0
extemporizer,0,1,0,0
extemporizers,0,1,0,0
extemporizes,1,1,0,0
extemporizing,1,1,0,0
extend,1,1,1,1
extendabilities,0,1,0,0
extendability,0,1,0,0
extendable,1,1,0,0
extended,1,1,1,1
extendedly,0,1,0,0
extendedness,0,1,0,0
extendednesses,0,1,0,0
extender,1,1,0,0
extenders,1,1,0,0
extendibilities,0,1,0,0
extendibility,0,1,0,0
extendible,1,1,0,0
extending,1,1,1,1
extends,1,1,1,1
extensibilities,0,1,0,0
extensibility,0,1,0,0
extensible,1,1,0,0
extensile,0,1,0,0
extension,1,1,1,1
extensional,0,1,0,0
extensionality,0,1,0,0
extensionally,0,1,0,0
extensions,1,1,1,1
extensities,0,1,0,0
extensity,0,1,0,0
extensive,1,1,1,1
extensively,1,1,1,1
extensiveness,1,1,0,0
extensivenesses,1,1,0,0
extensometer,0,1,0,0
extensometers,0,1,0,0
extensor,0,1,0,0
extensors,0,1,0,0
extent,1,1,1,1
extents,1,1,0,0
extenuate,1,1,0,0
extenuated,1,1,0,0
extenuates,1,1,0,0
extenuating,1,1,0,0
extenuation,1,1,0,0
extenuations,1,1,0,0
extenuator,0,1,0,0
extenuators,0,1,0,0
extenuatory,0,1,0,0
exterior,1,1,1,1
exteriorise,0,1,0,0
exteriorised,0,1,0,0
exteriorises,0,1,0,0
exteriorising,0,1,0,0
exteriorities,0,1,0,0
exteriority,0,1,0,0
exteriorization,0,1,0,0
exteriorize,0,1,0,0
exteriorized,0,1,0,0
exteriorizes,0,1,0,0
exteriorizing,0,1,0,0
exteriorly,0,1,0,0
exteriors,1,1,0,0
exterminate,1,1,0,0
exterminated,1,1,0,0
exterminates,1,1,0,0
exterminating,1,1,0,0
extermination,1,1,0,0
exterminations,1,1,0,0
exterminator,1,1,0,0
exterminators,1,1,0,0
exterminatory,0,1,0,0
extermine,0,1,0,0
extermined,0,1,0,0
extermines,0,1,0,0
extermining,0,1,0,0
extern,0,1,1,0
external,1,1,1,1
externalisation,0,1,0,0
externalise,0,1,0,0
externalised,0,1,0,0
externalises,0,1,0,0
externalising,0,1,0,0
externalism,0,1,0,0
externalisms,0,1,0,0
externalities,0,1,0,0
externality,0,1,0,0
externalization,1,1,0,0
externalizations,1,0,0,0
externalize,1,1,0,0
externalized,1,1,0,0
externalizes,1,1,0,0
externalizing,1,1,0,0
externally,1,1,1,1
externals,1,1,0,0
externe,0,1,0,0
externes,0,1,0,0
externs,0,1,0,0
externship,0,1,0,0
externships,0,1,0,0
exteroceptive,0,1,0,0
exteroceptivity,0,1,0,0
exteroceptor,0,1,0,0
exteroceptors,0,1,0,0
exterritorial,0,1,0,0
extinct,1,1,0,0
extincted,1,1,0,0
extincting,1,1,0,0
extinction,1,1,1,1
extinctions,1,1,0,0
extinctive,0,1,0,0
extincts,1,1,0,0
extinguish,1,1,0,0
extinguishable,1,1,0,0
extinguished,1,1,0,0
extinguisher,1,1,0,0
extinguishers,1,1,0,0
extinguishes,1,1,0,0
extinguishing,1,1,0,0
extinguishment,0,1,0,0
extinguishments,0,1,0,0
extirpate,1,1,0,0
extirpated,1,1,0,0
extirpates,1,1,0,0
extirpating,1,1,0,0
extirpation,1,1,0,0
extirpations,1,1,0,0
extirpator,0,1,0,0
extirpators,0,1,0,0
extol,1,1,0,0
extoll,1,1,0,0
extolled,1,1,0,0
extoller,0,1,0,0
extollers,0,1,0,0
extolling,1,1,0,0
extolls,1,1,0,0
extolment,0,1,0,0
extolments,0,1,0,0
extols,1,1,0,0
extort,1,1,0,0
extorted,1,1,0,0
extorter,0,1,0,0
extorters,0,1,0,0
extorting,1,1,0,0
extortion,1,1,0,0
extortionary,0,1,0,0
extortionate,1,1,0,0
extortionately,1,1,0,0
extortioner,1,1,0,0
extortioners,1,1,0,0
extortionist,1,1,0,0
extortionists,1,1,0,0
extortions,1,1,0,0
extortive,0,1,0,0
extorts,1,1,0,0
extra,1,1,1,1
extrabold,0,1,0,0
extrabolds,0,1,0,0
extracellular,0,1,0,0
extracellularly,0,1,0,0
extracorporeal,0,1,0,0
extracranial,0,1,0,0
extract,1,1,1,1
extractability,0,1,0,0
extractable,0,1,0,0
extracted,1,1,1,1
extracting,1,1,1,1
extraction,1,1,1,1
extractions,1,1,0,0
extractive,0,1,0,0
extractively,0,1,0,0
extractives,0,1,0,0
extractor,1,1,1,1
extractors,1,1,0,0
extracts,1,1,1,1
extracurricular,1,1,0,0
extraditable,1,1,0,0
extradite,1,1,0,0
extradited,1,1,0,0
extradites,1,1,0,0
extraditing,1,1,0,0
extradition,1,1,0,0
extraditions,1,1,0,0
extrados,0,1,0,0
extradoses,0,1,0,0
extraembryonic,0,1,0,0
extragalactic,0,1,0,0
extrahepatic,0,1,0,0
extrajudicial,0,1,0,0
extrajudicially,0,1,0,0
extralegal,1,1,0,0
extralegally,0,1,0,0
extralimital,0,1,0,0
extralinguistic,0,1,0,0
extraliterary,0,1,0,0
extralities,0,1,0,0
extrality,0,1,0,0
extralogical,0,1,0,0
extramarital,1,1,0,0
extramundane,0,1,0,0
extramural,1,1,0,0
extramurally,0,1,0,0
extramusical,0,1,0,0
extraneous,1,1,0,0
extraneously,1,1,0,0
extraneousness,0,1,0,0
extranet,0,1,0,0
extranets,0,1,0,0
extranuclear,0,1,0,0
extraordinaire,0,1,0,0
extraordinarily,1,1,0,0
extraordinary,1,1,1,1
extrapolate,1,1,0,0
extrapolated,1,1,0,0
extrapolates,1,1,0,0
extrapolating,1,1,0,0
extrapolation,1,1,0,0
extrapolations,1,1,0,0
extrapolative,0,1,0,0
extrapolator,0,1,0,0
extrapolators,0,1,0,0
extrapyramidal,0,1,0,0
extras,1,1,1,1
extrasensory,1,1,0,0
extrasolar,0,1,0,0
extrasystole,0,1,0,0
extrasystoles,0,1,0,0
extraterrestrial,1,0,0,0
extraterrestrials,1,0,0,0
extraterritorial,1,0,0,0
extraterritorialities,1,0,0,0
extraterritoriality,1,0,0,0
extratextual,0,1,0,0
extrauterine,0,1,0,0
extravagance,1,1,0,0
extravagances,1,1,0,0
extravagancies,0,1,0,0
extravagancy,0,1,0,0
extravagant,1,1,0,0
extravagantly,1,1,0,0
extravaganza,1,1,0,0
extravaganzas,1,1,0,0
extravagate,0,1,0,0
extravagated,0,1,0,0
extravagates,0,1,0,0
extravagating,0,1,0,0
extravasate,0,1,0,0
extravasated,0,1,0,0
extravasates,0,1,0,0
extravasating,0,1,0,0
extravasation,0,1,0,0
extravasations,0,1,0,0
extravascular,0,1,0,0
extravehicular,1,1,0,0
extraversion,0,1,0,0
extraversions,0,1,0,0
extravert,1,1,0,0
extraverted,0,1,0,0
extraverts,1,1,0,0
extrema,0,1,0,0
extreme,1,1,1,1
extremely,1,1,1,1
extremeness,1,1,0,0
extremenesses,1,1,0,0
extremer,1,1,0,0
extremes,1,1,1,1
extremest,1,1,0,0
extremism,1,1,0,0
extremisms,1,1,0,0
extremist,1,1,0,0
extremists,1,1,0,0
extremities,1,1,0,0
extremity,1,1,0,0
extremophile,0,1,0,0
extremophiles,0,1,0,0
extremum,0,1,0,0
extremums,0,1,0,0
extricable,1,1,0,0
extricate,1,1,0,0
extricated,1,1,0,0
extricates,1,1,0,0
extricating,1,1,0,0
extrication,1,1,0,0
extrications,1,1,0,0
extrinsic,1,1,0,0
extrinsically,1,1,0,0
extropian,0,1,0,0
extropians,0,1,0,0
extropies,0,1,0,0
extropy,0,1,0,0
extrorse,0,1,0,0
extroversion,1,1,0,0
extroversions,1,1,0,0
extrovert,1,1,0,0
extroverted,1,1,0,0
extroverts,1,1,0,0
extrudabilities,0,1,0,0
extrudability,0,1,0,0
extrudable,0,1,0,0
extrude,1,1,0,0
extruded,1,1,0,0
extruder,0,1,0,0
extruders,0,1,0,0
extrudes,1,1,0,0
extruding,1,1,0,0
extrusion,1,1,0,0
extrusions,1,1,0,0
extrusive,1,1,0,0
extubate,0,1,0,0
extubated,0,1,0,0
extubates,0,1,0,0
extubating,0,1,0,0
exuberance,1,1,0,0
exuberances,1,1,0,0
exuberant,1,1,0,0
exuberantly,1,1,0,0
exuberate,0,1,0,0
exuberated,0,1,0,0
exuberates,0,1,0,0
exuberating,0,1,0,0
exudate,0,1,0,0
exudates,0,1,0,0
exudation,1,1,0,0
exudations,1,1,0,0
exudative,0,1,0,0
exude,1,1,0,0
exuded,1,1,0,0
exudes,1,1,0,0
exuding,1,1,0,0
exult,1,1,0,0
exultance,0,1,0,0
exultances,0,1,0,0
exultancies,0,1,0,0
exultancy,0,1,0,0
exultant,1,1,0,0
exultantly,1,1,0,0
exultation,1,1,0,0
exultations,1,1,0,0
exulted,1,1,0,0
exulting,1,1,0,0
exultingly,0,1,0,0
exults,1,1,0,0
exurb,1,1,0,0
exurban,1,1,0,0
exurbanite,1,1,0,0
exurbanites,1,1,0,0
exurbia,1,1,0,0
exurbias,1,1,0,0
exurbs,1,1,0,0
exuvia,0,1,0,0
exuviae,0,1,0,0
exuvial,0,1,0,0
exuviate,0,1,0,0
exuviated,0,1,0,0
exuviates,0,1,0,0
exuviating,0,1,0,0
exuviation,0,1,0,0
exuviations,0,1,0,0
exuvium,0,1,0,0
eyas,0,1,0,0
eyases,0,1,0,0
eyass,0,1,0,0
eyasses,0,1,0,0
eye,1,1,1,1
eyeable,0,1,0,0
eyeball,1,1,0,0
eyeballed,1,1,0,0
eyeballing,1,1,0,0
eyeballs,1,1,0,0
eyebar,0,1,0,0
eyebars,0,1,0,0
eyebeam,0,1,0,0
eyebeams,0,1,0,0
eyeblack,0,1,0,0
eyeblacks,0,1,0,0
eyeblink,0,1,0,0
eyeblinks,0,1,0,0
eyebolt,0,1,0,0
eyebolts,0,1,0,0
eyebright,0,1,0,0
eyebrights,0,1,0,0
eyebrow,1,1,0,0
eyebrows,1,1,0,0
eyecup,0,1,0,0
eyecups,0,1,0,0
eyed,1,1,1,1
eyedness,0,1,0,0
eyednesses,0,1,0,0
eyedropper,1,1,0,0
eyedroppers,1,1,0,0
eyedrops,0,1,0,0
eyefold,0,1,0,0
eyefolds,0,1,0,0
eyeful,1,1,0,0
eyefuls,1,1,0,0
eyeglass,1,1,0,0
eyeglasses,1,1,0,0
eyehole,0,1,0,0
eyeholes,0,1,0,0
eyehook,0,1,0,0
eyehooks,0,1,0,0
eyeing,1,1,0,0
eyelash,1,1,0,0
eyelashes,1,1,0,0
eyeless,1,1,0,0
eyelet,1,1,0,0
eyeleted,0,1,0,0
eyeleting,0,1,0,0
eyelets,1,1,0,0
eyeletted,0,1,0,0
eyeletting,0,1,0,0
eyelid,1,1,0,0
eyelids,1,1,0,0
